Date,Open,High,Low,Close,Adj Close,Volume
1/2/2019,150.9900055,155.75,150.8800049,154.8800049,150.2429047,58576700
1/3/2019,152.6000061,153.2599945,149.4900055,149.8200073,145.3343811,74820200
1/4/2019,152.3399963,157,151.7400055,156.2299957,151.5524902,74709300
1/7/2019,156.6199951,158.8600006,156.1100006,158.0899963,153.3568268,52059300
1/8/2019,159.5399933,160.1100006,157.1999969,159.5200043,154.743988,49388700
1/9/2019,160.1399994,161.5200043,159.4700012,160.8200073,156.0050812,46491700
1/10/2019,159.6000061,161.3699951,158.6999969,161.2799988,156.4512939,38943400
1/11/2019,160.3300018,160.8600006,159.7899933,160.6900024,155.8790131,30176600
1/14/2019,159.3300018,159.9600067,158.5899963,159.2700043,154.5014954,30710200
1/15/2019,160,162.6000061,159.9100037,162.3800049,157.5184021,40874200
1/16/2019,162.6499939,163.7799988,162.2899933,162.3500061,157.4892731,33812200
1/17/2019,161.8300018,164.3600006,161.5700073,163.6300049,158.730957,39329000
1/18/2019,164.7799988,166.0200043,163.8200073,165.25,160.3024292,57183200
1/22/2019,164.0599976,164.1399994,160.7599945,161.9400024,157.091568,56711700
1/23/2019,162.7700043,163.5099945,160.3200073,162.1499939,157.2952423,38106100
1/24/2019,162.6799927,163.4400024,162.0599976,163.1999969,158.3138123,32417800
1/25/2019,164.5099945,165.6499939,163.9499969,165.1499939,160.2054291,36515900
1/28/2019,163.0200043,163.1199951,161.75,163.1100006,158.2265167,33491200
1/29/2019,163.1999969,163.2400055,160.9900055,161.5700073,156.7326355,30784200
1/30/2019,163.3999939,166.2799988,162.8899994,165.6799927,160.7195892,41346500
1/31/2019,166.6999969,168.9900055,166.4700012,168.1600037,163.1253052,37258400
2/1/2019,167.3300018,168.6000061,166.9900055,167.4499969,162.436554,32143700
2/4/2019,167.4799957,169.5299988,167.3300018,169.5299988,164.4542694,26718800
2/5/2019,169.7599945,171.2299957,169.6900024,171.0299988,165.9093628,28156400
2/6/2019,171.0700073,171.3699951,169.75,170.5200043,165.4146576,27970000
2/7/2019,169.0299988,169.4499969,166.9499969,168.2299957,163.1932526,42036200
2/8/2019,166.7599945,168.5899963,166.5700073,168.5599976,163.5133514,29020700
2/11/2019,169.1699982,169.5800018,167.9799957,168.3999939,163.3581543,21434100
2/12/2019,169.6300049,171.1399994,169.3300018,170.8899994,165.7736206,29722100
2/13/2019,171.6499939,172.1600037,170.8200073,171.0099945,165.8899994,26094100
2/14/2019,170.3999939,171.8300018,169.8300018,171.2200012,166.0937347,30326800
2/15/2019,172.5200043,172.5599976,171.1399994,171.9400024,166.7921753,32521700
2/19/2019,171.4100037,172.8000031,171.3800049,172.2799988,167.1219635,19487700
2/20/2019,172.3999939,173.0800018,171.3200073,172.25,167.0928802,32593000
2/21/2019,171.7899933,172.2599945,170.7100067,171.6199951,166.4817505,25207400
2/22/2019,171.9900055,173.0099945,171.8999939,172.8899994,167.7137146,27735400
